ts,message
2025-07-24T01:42:27.8162188Z,Placing ladder from 20.84
2025-07-24T01:42:28.4718251Z,Shifting ladder up to start 20.85
2025-07-24T01:42:28.4719061Z,Placing ladder from 20.85
2025-07-24T01:42:28.6611842Z,Shifting ladder down to start 20.84
2025-07-24T01:42:28.6613054Z,Placing ladder from 20.84
2025-07-24T01:42:28.9734461Z,Shifting ladder up to start 20.85
2025-07-24T01:42:28.9737255Z,Placing ladder from 20.85
2025-07-24T01:42:29.1625059Z,Shifting ladder down to start 20.84
2025-07-24T01:42:29.1626449Z,Placing ladder from 20.84
2025-07-24T01:42:29.2724799Z,Shifting ladder up to start 20.85
2025-07-24T01:42:29.2727046Z,Placing ladder from 20.85
2025-07-24T01:42:29.3031093Z,Shifting ladder up to start 20.86
2025-07-24T01:42:29.3033539Z,Placing ladder from 20.86
2025-07-24T01:42:29.5868601Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:29.6021372Z,Placing ladder from 20.85
2025-07-24T01:42:29.6328446Z,Shifting ladder up to start 20.86
2025-07-24T01:42:29.6328994Z,Placing ladder from 20.86
2025-07-24T01:42:29.6647345Z,Shifting ladder down to start 20.85
2025-07-24T01:42:29.6648602Z,Placing ladder from 20.85
2025-07-24T01:42:29.6962049Z,Shifting ladder up to start 20.86
2025-07-24T01:42:29.6962856Z,Placing ladder from 20.86
2025-07-24T01:42:29.7273906Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:29.7428710Z,Placing ladder from 20.84
2025-07-24T01:42:29.7587912Z,Shifting ladder down to start 20.83
2025-07-24T01:42:29.7589375Z,Placing ladder from 20.83
2025-07-24T01:42:29.7737701Z,Shifting ladder up to start 20.84
2025-07-24T01:42:29.7739309Z,Placing ladder from 20.84
2025-07-24T01:42:29.8048648Z,Shifting ladder up to start 20.85
2025-07-24T01:42:29.8049644Z,Placing ladder from 20.85
2025-07-24T01:42:30.5873957Z,Shifting ladder up to start 20.86
2025-07-24T01:42:30.5876537Z,Placing ladder from 20.86
2025-07-24T01:42:30.8650389Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:30.8802042Z,Placing ladder from 20.85
2025-07-24T01:42:30.9583724Z,Shifting ladder up to start 20.86
2025-07-24T01:42:30.9585847Z,Placing ladder from 20.86
2025-07-24T01:42:31.0188661Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:31.0341271Z,Placing ladder from 20.84
2025-07-24T01:42:31.0653709Z,Shifting ladder up to start 20.85
2025-07-24T01:42:31.0655054Z,Placing ladder from 20.85
2025-07-24T01:42:31.0960077Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:31.1112997Z,Placing ladder from 20.84
2025-07-24T01:42:31.1271363Z,Shifting ladder up to start 20.85
2025-07-24T01:42:31.1273425Z,Placing ladder from 20.85
2025-07-24T01:42:31.1587683Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:31.1743092Z,Placing ladder from 20.84
2025-07-24T01:42:31.1899200Z,Shifting ladder up to start 20.85
2025-07-24T01:42:31.1900388Z,Placing ladder from 20.85
2025-07-24T01:42:31.2517978Z,Shifting ladder up to start 20.86
2025-07-24T01:42:31.2519282Z,Placing ladder from 20.86
2025-07-24T01:42:31.3948205Z,Shifting ladder down to start 20.85
2025-07-24T01:42:31.3950817Z,Placing ladder from 20.85
2025-07-24T01:42:31.4263168Z,Shifting ladder up to start 20.86
2025-07-24T01:42:31.4266000Z,Placing ladder from 20.86
2025-07-24T01:42:31.4581122Z,Shifting ladder down to start 20.85
2025-07-24T01:42:31.4581814Z,Placing ladder from 20.85
2025-07-24T01:42:31.8490739Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:31.8643174Z,Placing ladder from 20.85
2025-07-24T01:42:32.5555106Z,Shifting ladder up to start 20.86
2025-07-24T01:42:32.5556529Z,Placing ladder from 20.86
2025-07-24T01:42:32.8530356Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:32.8690686Z,Placing ladder from 20.85
2025-07-24T01:42:33.3398833Z,Shifting ladder down to start 20.84
2025-07-24T01:42:33.3399575Z,Placing ladder from 20.84
2025-07-24T01:42:33.4507097Z,Shifting ladder up to start 20.84
2025-07-24T01:42:33.4508397Z,Placing ladder from 20.84
2025-07-24T01:42:33.6875697Z,Shifting ladder up to start 20.85
2025-07-24T01:42:33.6878020Z,Placing ladder from 20.85
2025-07-24T01:42:33.8139847Z,Shifting ladder up to start 20.86
2025-07-24T01:42:33.8141740Z,Placing ladder from 20.86
2025-07-24T01:42:34.0478541Z,Shifting ladder down to start 20.85
2025-07-24T01:42:34.0478985Z,Placing ladder from 20.85
2025-07-24T01:42:34.3628158Z,Shifting ladder up to start 20.86
2025-07-24T01:42:34.3629364Z,Placing ladder from 20.86
2025-07-24T01:42:34.5821342Z,Shifting ladder down to start 20.85
2025-07-24T01:42:34.5822596Z,Placing ladder from 20.85
2025-07-24T01:42:34.8490923Z,Shifting ladder up to start 20.86
2025-07-24T01:42:34.8492165Z,Placing ladder from 20.86
2025-07-24T01:42:35.6311938Z,Shifting ladder up to start 20.87
2025-07-24T01:42:35.6313201Z,Placing ladder from 20.87
2025-07-24T01:42:35.9268826Z,Shifting ladder up to start 20.88
2025-07-24T01:42:35.9270430Z,Placing ladder from 20.88
2025-07-24T01:42:35.9575217Z,Shifting ladder up to start 20.88
2025-07-24T01:42:35.9577197Z,Placing ladder from 20.88
2025-07-24T01:42:36.0046276Z,Shifting ladder up to start 20.89
2025-07-24T01:42:36.0048191Z,Placing ladder from 20.89
2025-07-24T01:42:36.0200863Z,Shifting ladder up to start 20.90
2025-07-24T01:42:36.0202353Z,Placing ladder from 20.90
2025-07-24T01:42:36.0971545Z,Shifting ladder up to start 20.91
2025-07-24T01:42:36.0972625Z,Placing ladder from 20.91
2025-07-24T01:42:36.1901484Z,Shifting ladder up to start 20.92
2025-07-24T01:42:36.1903691Z,Placing ladder from 20.92
2025-07-24T01:42:36.5808130Z,Shifting ladder up to start 20.93
2025-07-24T01:42:36.5808661Z,Placing ladder from 20.93
2025-07-24T01:42:36.8333514Z,Shifting ladder up to start 20.94
2025-07-24T01:42:36.8335806Z,Placing ladder from 20.94
2025-07-24T01:42:36.8498374Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:36.8647442Z,Placing ladder from 20.93
2025-07-24T01:42:36.9593577Z,Shifting ladder up to start 20.94
2025-07-24T01:42:36.9595612Z,Placing ladder from 20.94
2025-07-24T01:42:36.9751992Z,Shifting ladder up to start 20.95
2025-07-24T01:42:36.9752936Z,Placing ladder from 20.95
2025-07-24T01:42:37.0709546Z,Shifting ladder up to start 20.96
2025-07-24T01:42:37.0710918Z,Placing ladder from 20.96
2025-07-24T01:42:37.1186424Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:37.1340149Z,Placing ladder from 20.94
2025-07-24T01:42:37.1643706Z,Shifting ladder up to start 20.95
2025-07-24T01:42:37.1644500Z,Placing ladder from 20.95
2025-07-24T01:42:37.1802062Z,Shifting ladder up to start 20.96
2025-07-24T01:42:37.1802576Z,Placing ladder from 20.96
2025-07-24T01:42:37.2575329Z,Shifting ladder up to start 20.97
2025-07-24T01:42:37.2577285Z,Placing ladder from 20.97
2025-07-24T01:42:37.5711773Z,Flattening 1048 @ market (bid=20.99, vwap=20.88)
2025-07-24T01:42:37.5713796Z,Shifting ladder up to start 20.98
2025-07-24T01:42:37.5714460Z,Placing ladder from 20.98
2025-07-24T01:42:37.6176490Z,Shifting ladder up to start 20.99
2025-07-24T01:42:37.6177724Z,Placing ladder from 20.99
2025-07-24T01:42:37.7590648Z,Shifting ladder up to start 21.00
2025-07-24T01:42:37.7592599Z,Placing ladder from 21.00
2025-07-24T01:42:37.7751964Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:37.7901881Z,Placing ladder from 20.99
2025-07-24T01:42:37.9599745Z,Shifting ladder up to start 21.00
2025-07-24T01:42:37.9601132Z,Placing ladder from 21.00
2025-07-24T01:42:37.9750448Z,Shifting ladder up to start 21.01
2025-07-24T01:42:37.9753296Z,Placing ladder from 21.01
2025-07-24T01:42:38.2054127Z,Shifting ladder up to start 21.02
2025-07-24T01:42:38.2056277Z,Placing ladder from 21.02
2025-07-24T01:42:38.2211239Z,Shifting ladder up to start 21.03
2025-07-24T01:42:38.2212713Z,Placing ladder from 21.03
2025-07-24T01:42:38.2367685Z,Shifting ladder up to start 21.04
2025-07-24T01:42:38.2368219Z,Placing ladder from 21.04
2025-07-24T01:42:38.3450514Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:38.3607333Z,Placing ladder from 21.03
2025-07-24T01:42:38.3920199Z,Shifting ladder up to start 21.04
2025-07-24T01:42:38.3921817Z,Placing ladder from 21.04
2025-07-24T01:42:38.7850076Z,Shifting ladder up to start 21.05
2025-07-24T01:42:38.7850632Z,Placing ladder from 21.05
2025-07-24T01:42:38.8157525Z,Shifting ladder up to start 21.06
2025-07-24T01:42:38.8159375Z,Placing ladder from 21.06
2025-07-24T01:42:38.8797711Z,Shifting ladder up to start 21.07
2025-07-24T01:42:38.8798627Z,Placing ladder from 21.07
2025-07-24T01:42:39.0341307Z,Shifting ladder up to start 21.08
2025-07-24T01:42:39.0342276Z,Placing ladder from 21.08
2025-07-24T01:42:39.0814422Z,Shifting ladder up to start 21.09
2025-07-24T01:42:39.0816118Z,Placing ladder from 21.09
2025-07-24T01:42:39.1433249Z,Shifting ladder up to start 21.10
2025-07-24T01:42:39.1435332Z,Placing ladder from 21.10
2025-07-24T01:42:39.1583634Z,Shifting ladder up to start 21.11
2025-07-24T01:42:39.1584121Z,Placing ladder from 21.11
2025-07-24T01:42:39.1739052Z,Shifting ladder up to start 21.12
2025-07-24T01:42:39.1739795Z,Placing ladder from 21.12
2025-07-24T01:42:39.2370878Z,Shifting ladder up to start 21.13
2025-07-24T01:42:39.2372691Z,Placing ladder from 21.13
2025-07-24T01:42:39.2528522Z,Shifting ladder up to start 21.14
2025-07-24T01:42:39.2529123Z,Placing ladder from 21.14
2025-07-24T01:42:39.2692338Z,Shifting ladder up to start 21.15
2025-07-24T01:42:39.2694336Z,Placing ladder from 21.15
2025-07-24T01:42:39.3156189Z,Shifting ladder down to start 21.14
2025-07-24T01:42:39.3157560Z,Placing ladder from 21.14
2025-07-24T01:42:39.4863955Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:39.5020436Z,Placing ladder from 21.12
2025-07-24T01:42:39.5961740Z,Shifting ladder up to start 21.13
2025-07-24T01:42:39.5963700Z,Placing ladder from 21.13
2025-07-24T01:42:39.7370905Z,Shifting ladder up to start 21.14
2025-07-24T01:42:39.7373515Z,Placing ladder from 21.14
2025-07-24T01:42:39.7999735Z,Shifting ladder up to start 21.15
2025-07-24T01:42:39.8001924Z,Placing ladder from 21.15
2025-07-24T01:42:40.0821286Z,Shifting ladder up to start 21.16
2025-07-24T01:42:40.0823836Z,Placing ladder from 21.16
2025-07-24T01:42:40.2230730Z,Shifting ladder up to start 21.17
2025-07-24T01:42:40.2232261Z,Placing ladder from 21.17
2025-07-24T01:42:40.4264158Z,Shifting ladder up to start 21.18
2025-07-24T01:42:40.4266090Z,Placing ladder from 21.18
2025-07-24T01:42:40.5050483Z,Shifting ladder down to start 21.17
2025-07-24T01:42:40.5050830Z,Placing ladder from 21.17
2025-07-24T01:42:40.5366725Z,Shifting ladder up to start 21.18
2025-07-24T01:42:40.5367604Z,Placing ladder from 21.18
2025-07-24T01:42:40.5521715Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:40.5678823Z,Placing ladder from 21.17
2025-07-24T01:42:40.6456782Z,Shifting ladder up to start 21.18
2025-07-24T01:42:40.6458203Z,Placing ladder from 21.18
2025-07-24T01:42:40.7075054Z,Shifting ladder up to start 21.19
2025-07-24T01:42:40.7079145Z,Placing ladder from 21.19
2025-07-24T01:42:40.7391345Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:40.7554990Z,Placing ladder from 21.19
2025-07-24T01:42:40.7873387Z,Shifting ladder down to start 21.18
2025-07-24T01:42:40.7875408Z,Placing ladder from 21.18
2025-07-24T01:42:40.8026503Z,Shifting ladder up to start 21.19
2025-07-24T01:42:40.8027803Z,Placing ladder from 21.19
2025-07-24T01:42:40.8791821Z,Shifting ladder up to start 21.20
2025-07-24T01:42:40.8794936Z,Placing ladder from 21.20
2025-07-24T01:42:41.0059261Z,Flattening 219 @ market (bid=21.23, vwap=21.12)
2025-07-24T01:42:41.0059842Z,Shifting ladder up to start 21.21
2025-07-24T01:42:41.0060325Z,Placing ladder from 21.21
2025-07-24T01:42:41.0208867Z,Shifting ladder down to start 21.20
2025-07-24T01:42:41.0210829Z,Placing ladder from 21.20
2025-07-24T01:42:41.0362936Z,Shifting ladder up to start 21.21
2025-07-24T01:42:41.0364202Z,Placing ladder from 21.21
2025-07-24T01:42:41.0821955Z,Shifting ladder up to start 21.22
2025-07-24T01:42:41.0823916Z,Placing ladder from 21.22
2025-07-24T01:42:41.1901600Z,Shifting ladder up to start 21.23
2025-07-24T01:42:41.1902337Z,Placing ladder from 21.23
2025-07-24T01:42:41.3306626Z,Shifting ladder up to start 21.24
2025-07-24T01:42:41.3307553Z,Placing ladder from 21.24
2025-07-24T01:42:41.6294255Z,Shifting ladder up to start 21.25
2025-07-24T01:42:41.6297204Z,Placing ladder from 21.25
2025-07-24T01:42:41.7845364Z,Shifting ladder up to start 21.26
2025-07-24T01:42:41.7846120Z,Placing ladder from 21.26
2025-07-24T01:42:41.9403877Z,Shifting ladder up to start 21.27
2025-07-24T01:42:41.9405875Z,Placing ladder from 21.27
2025-07-24T01:42:42.2711764Z,Shifting ladder up to start 21.27
2025-07-24T01:42:42.2712882Z,Placing ladder from 21.27
2025-07-24T01:42:42.5066769Z,Shifting ladder up to start 21.27
2025-07-24T01:42:42.5067437Z,Placing ladder from 21.27
2025-07-24T01:42:42.6003198Z,Shifting ladder up to start 21.28
2025-07-24T01:42:42.6004070Z,Placing ladder from 21.28
2025-07-24T01:42:42.7903015Z,Shifting ladder up to start 21.29
2025-07-24T01:42:42.7906275Z,Placing ladder from 21.29
2025-07-24T01:42:42.8536980Z,Shifting ladder up to start 21.30
2025-07-24T01:42:42.8538979Z,Placing ladder from 21.30
2025-07-24T01:42:42.9012275Z,Shifting ladder up to start 21.31
2025-07-24T01:42:42.9012951Z,Placing ladder from 21.31
2025-07-24T01:42:43.6847729Z,Shifting ladder up to start 21.32
2025-07-24T01:42:43.6848658Z,Placing ladder from 21.32
2025-07-24T01:42:44.0741067Z,Shifting ladder down to start 21.31
2025-07-24T01:42:44.0742359Z,Placing ladder from 21.31
2025-07-24T01:42:44.0903017Z,Shifting ladder up to start 21.32
2025-07-24T01:42:44.0905014Z,Placing ladder from 21.32
2025-07-24T01:42:44.2139817Z,Shifting ladder down to start 21.31
2025-07-24T01:42:44.2141227Z,Placing ladder from 21.31
2025-07-24T01:42:44.5295622Z,Shifting ladder up to start 21.32
2025-07-24T01:42:44.5296747Z,Placing ladder from 21.32
2025-07-24T01:42:44.5611288Z,Shifting ladder up to start 21.33
2025-07-24T01:42:44.5612646Z,Placing ladder from 21.33
2025-07-24T01:42:44.7340781Z,Shifting ladder up to start 21.34
2025-07-24T01:42:44.7341572Z,Placing ladder from 21.34
2025-07-24T01:42:44.8109645Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:44.8267671Z,Placing ladder from 21.33
2025-07-24T01:42:44.8423963Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:44.8588048Z,Placing ladder from 21.33
2025-07-24T01:42:44.8900841Z,Shifting ladder up to start 21.34
2025-07-24T01:42:44.8902185Z,Placing ladder from 21.34
2025-07-24T01:42:45.0631971Z,Shifting ladder up to start 21.35
2025-07-24T01:42:45.0633451Z,Placing ladder from 21.35
2025-07-24T01:42:45.6281973Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:45.6437145Z,Placing ladder from 21.33
2025-07-24T01:42:45.6595748Z,Shifting ladder up to start 21.34
2025-07-24T01:42:45.6596848Z,Placing ladder from 21.34
2025-07-24T01:42:45.6904925Z,Shifting ladder down to start 21.33
2025-07-24T01:42:45.6906329Z,Placing ladder from 21.33
2025-07-24T01:42:45.8492061Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:45.8650397Z,Placing ladder from 21.32
2025-07-24T01:42:45.9266731Z,Shifting ladder up to start 21.33
2025-07-24T01:42:45.9267223Z,Placing ladder from 21.33
2025-07-24T01:42:46.1308268Z,Shifting ladder up to start 21.34
2025-07-24T01:42:46.1310461Z,Placing ladder from 21.34
2025-07-24T01:42:46.4281721Z,Shifting ladder up to start 21.35
2025-07-24T01:42:46.4283457Z,Placing ladder from 21.35
2025-07-24T01:42:46.4595140Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:46.4751671Z,Placing ladder from 21.35
2025-07-24T01:42:46.4909861Z,Shifting ladder up to start 21.36
2025-07-24T01:42:46.4911189Z,Placing ladder from 21.36
2025-07-24T01:42:46.6636085Z,Shifting ladder up to start 21.37
2025-07-24T01:42:46.6638550Z,Placing ladder from 21.37
2025-07-24T01:42:46.6794726Z,Shifting ladder up to start 21.38
2025-07-24T01:42:46.6795542Z,Placing ladder from 21.38
2025-07-24T01:42:46.6948157Z,Shifting ladder up to start 21.39
2025-07-24T01:42:46.6949146Z,Placing ladder from 21.39
2025-07-24T01:42:46.7101670Z,Shifting ladder up to start 21.40
2025-07-24T01:42:46.7104548Z,Placing ladder from 21.40
2025-07-24T01:42:46.7261586Z,Shifting ladder up to start 21.41
2025-07-24T01:42:46.7263188Z,Placing ladder from 21.41
2025-07-24T01:42:46.8045909Z,Shifting ladder up to start 21.42
2025-07-24T01:42:46.8047951Z,Placing ladder from 21.42
2025-07-24T01:42:46.9607839Z,Shifting ladder up to start 21.43
2025-07-24T01:42:46.9608722Z,Placing ladder from 21.43
2025-07-24T01:42:47.0711203Z,Flattening 386 @ market (bid=21.44, vwap=21.34)
2025-07-24T01:42:47.0713218Z,Shifting ladder up to start 21.44
2025-07-24T01:42:47.0714719Z,Placing ladder from 21.44
2025-07-24T01:42:47.1801120Z,Shifting ladder up to start 21.45
2025-07-24T01:42:47.1802478Z,Placing ladder from 21.45
2025-07-24T01:42:47.2441715Z,Shifting ladder up to start 21.46
2025-07-24T01:42:47.2444744Z,Placing ladder from 21.46
2025-07-24T01:42:47.2600398Z,Shifting ladder up to start 21.47
2025-07-24T01:42:47.2601249Z,Placing ladder from 21.47
2025-07-24T01:42:47.2752734Z,Shifting ladder up to start 21.48
2025-07-24T01:42:47.2753704Z,Placing ladder from 21.48
2025-07-24T01:42:47.3213052Z,Shifting ladder up to start 21.49
2025-07-24T01:42:47.3215289Z,Placing ladder from 21.49
2025-07-24T01:42:47.4136708Z,Shifting ladder up to start 21.49
2025-07-24T01:42:47.4137447Z,Placing ladder from 21.49
2025-07-24T01:42:47.4453352Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:47.4614217Z,Placing ladder from 21.47
2025-07-24T01:42:47.5702810Z,Shifting ladder up to start 21.48
2025-07-24T01:42:47.5704794Z,Placing ladder from 21.48
2025-07-24T01:42:47.9489697Z,Shifting ladder up to start 21.49
2025-07-24T01:42:47.9490903Z,Placing ladder from 21.49
2025-07-24T01:42:48.3893025Z,Shifting ladder up to start 21.50
2025-07-24T01:42:48.3895085Z,Placing ladder from 21.50
2025-07-24T01:42:48.7701380Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:48.7855656Z,Placing ladder from 21.49
2025-07-24T01:42:49.3969597Z,Shifting ladder up to start 21.50
2025-07-24T01:42:49.3973491Z,Placing ladder from 21.50
2025-07-24T01:42:49.7417308Z,Shifting ladder down to start 21.49
2025-07-24T01:42:49.7418762Z,Placing ladder from 21.49
2025-07-24T01:42:49.8350224Z,Shifting ladder up to start 21.50
2025-07-24T01:42:49.8351465Z,Placing ladder from 21.50
2025-07-24T01:42:49.8506682Z,Shifting ladder up to start 21.51
2025-07-24T01:42:49.8508679Z,Placing ladder from 21.51
2025-07-24T01:42:49.8663977Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:49.8823864Z,Placing ladder from 21.50
2025-07-24T01:42:49.9128961Z,Shifting ladder up to start 21.51
2025-07-24T01:42:49.9131915Z,Placing ladder from 21.51
2025-07-24T01:42:49.9904325Z,Shifting ladder up to start 21.52
2025-07-24T01:42:49.9905850Z,Placing ladder from 21.52
2025-07-24T01:42:50.0525485Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:50.0689053Z,Placing ladder from 21.50
2025-07-24T01:42:50.1323647Z,Shifting ladder up to start 21.51
2025-07-24T01:42:50.1325471Z,Placing ladder from 21.51
2025-07-24T01:42:50.4135655Z,Shifting ladder up to start 21.52
2025-07-24T01:42:50.4137103Z,Placing ladder from 21.52
2025-07-24T01:42:50.4763087Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:50.4922047Z,Placing ladder from 21.51
2025-07-24T01:42:50.6481467Z,Shifting ladder up to start 21.52
2025-07-24T01:42:50.6483200Z,Placing ladder from 21.52
2025-07-24T01:42:50.7100744Z,Shifting ladder down to start 21.51
2025-07-24T01:42:50.7102417Z,Placing ladder from 21.51
2025-07-24T01:42:50.7252341Z,Shifting ladder up to start 21.52
2025-07-24T01:42:50.7253322Z,Placing ladder from 21.52
2025-07-24T01:42:50.7410301Z,Shifting ladder down to start 21.51
2025-07-24T01:42:50.7411172Z,Placing ladder from 21.51
2025-07-24T01:42:50.7570677Z,Shifting ladder up to start 21.52
2025-07-24T01:42:50.7571921Z,Placing ladder from 21.52
2025-07-24T01:42:51.0413485Z,Shifting ladder up to start 21.53
2025-07-24T01:42:51.0415193Z,Placing ladder from 21.53
2025-07-24T01:42:51.0718200Z,Shifting ladder up to start 21.54
2025-07-24T01:42:51.0718733Z,Placing ladder from 21.54
2025-07-24T01:42:51.2760523Z,Shifting ladder up to start 21.54
2025-07-24T01:42:51.2762050Z,Placing ladder from 21.54
2025-07-24T01:42:51.3860009Z,Shifting ladder up to start 21.55
2025-07-24T01:42:51.3861226Z,Placing ladder from 21.55
2025-07-24T01:42:51.4010463Z,Shifting ladder up to start 21.56
2025-07-24T01:42:51.4011602Z,Placing ladder from 21.56
2025-07-24T01:42:51.7300556Z,Shifting ladder up to start 21.57
2025-07-24T01:42:51.7301651Z,Placing ladder from 21.57
2025-07-24T01:42:51.8231357Z,Shifting ladder up to start 21.57
2025-07-24T01:42:51.8232360Z,Placing ladder from 21.57
2025-07-24T01:42:51.9477378Z,Shifting ladder up to start 21.58
2025-07-24T01:42:51.9479390Z,Placing ladder from 21.58
2025-07-24T01:42:51.9632029Z,Shifting ladder down to start 21.57
2025-07-24T01:42:51.9632579Z,Placing ladder from 21.57
2025-07-24T01:42:51.9788446Z,Shifting ladder up to start 21.58
2025-07-24T01:42:51.9788894Z,Placing ladder from 21.58
2025-07-24T01:42:52.1043333Z,Shifting ladder up to start 21.59
2025-07-24T01:42:52.1043932Z,Placing ladder from 21.59
2025-07-24T01:42:52.1200645Z,Shifting ladder up to start 21.60
2025-07-24T01:42:52.1202149Z,Placing ladder from 21.60
2025-07-24T01:42:52.2449343Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T01:42:52.2607691Z,Placing ladder from 21.59
2025-07-24T01:42:52.3238237Z,Shifting ladder down to start 21.58
2025-07-24T01:42:52.3239989Z,Placing ladder from 21.58
2025-07-24T01:42:52.3387224Z,Shifting ladder up to start 21.59
2025-07-24T01:42:52.3389331Z,Placing ladder from 21.59
