ts,message
2025-07-24T02:29:57.2491211Z,Placing ladder from 19.34
2025-07-24T02:29:57.5633518Z,Shifting ladder down to start 19.33
2025-07-24T02:29:57.5634899Z,Placing ladder from 19.33
2025-07-24T02:29:57.6568070Z,Shifting ladder up to start 19.34
2025-07-24T02:29:57.6570560Z,Placing ladder from 19.34
2025-07-24T02:29:57.7816745Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:29:57.7966282Z,Placing ladder from 19.33
2025-07-24T02:29:57.8604654Z,Shifting ladder down to start 19.32
2025-07-24T02:29:57.8605091Z,Placing ladder from 19.32
2025-07-24T02:29:57.8916738Z,Shifting ladder up to start 19.33
2025-07-24T02:29:57.8918805Z,Placing ladder from 19.33
2025-07-24T02:29:57.9393007Z,Shifting ladder down to start 19.32
2025-07-24T02:29:57.9394260Z,Placing ladder from 19.32
2025-07-24T02:29:58.0501923Z,Shifting ladder down to start 19.31
2025-07-24T02:29:58.0502792Z,Placing ladder from 19.31
2025-07-24T02:29:58.1281763Z,Shifting ladder up to start 19.32
2025-07-24T02:29:58.1283019Z,Placing ladder from 19.32
2025-07-24T02:29:58.2204374Z,Shifting ladder down to start 19.31
2025-07-24T02:29:58.2204828Z,Placing ladder from 19.31
2025-07-24T02:29:58.5317744Z,Shifting ladder down to start 19.30
2025-07-24T02:29:58.5318871Z,Placing ladder from 19.30
2025-07-24T02:29:58.9701260Z,Shifting ladder up to start 19.30
2025-07-24T02:29:58.9703036Z,Placing ladder from 19.30
2025-07-24T02:29:59.4244305Z,Flattening 486 @ market (bid=19.30, vwap=19.35)
2025-07-24T02:29:59.4247040Z,Shifting ladder down to start 19.29
2025-07-24T02:29:59.4249102Z,Placing ladder from 19.29
2025-07-24T02:29:59.4397775Z,Shifting ladder up to start 19.30
2025-07-24T02:29:59.4398846Z,Placing ladder from 19.30
2025-07-24T02:29:59.5501125Z,Shifting ladder down to start 19.29
2025-07-24T02:29:59.5502323Z,Placing ladder from 19.29
2025-07-24T02:29:59.8818019Z,Shifting ladder up to start 19.30
2025-07-24T02:29:59.8818873Z,Placing ladder from 19.30
2025-07-24T02:29:59.9748142Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:29:59.9905554Z,Placing ladder from 19.29
2025-07-24T02:30:00.1311470Z,Shifting ladder up to start 19.30
2025-07-24T02:30:00.1312219Z,Placing ladder from 19.30
2025-07-24T02:30:00.1937451Z,Shifting ladder down to start 19.29
2025-07-24T02:30:00.1938529Z,Placing ladder from 19.29
2025-07-24T02:30:00.8517038Z,Shifting ladder down to start 19.28
2025-07-24T02:30:00.8518348Z,Placing ladder from 19.28
2025-07-24T02:30:00.8670280Z,Shifting ladder up to start 19.29
2025-07-24T02:30:00.8672188Z,Placing ladder from 19.29
2025-07-24T02:30:01.4431156Z,Shifting ladder up to start 19.30
2025-07-24T02:30:01.4432170Z,Placing ladder from 19.30
2025-07-24T02:30:01.5533394Z,Shifting ladder up to start 19.31
2025-07-24T02:30:01.5534360Z,Placing ladder from 19.31
2025-07-24T02:30:01.7569408Z,Shifting ladder down to start 19.30
2025-07-24T02:30:01.7571241Z,Placing ladder from 19.30
2025-07-24T02:30:01.7727120Z,Shifting ladder up to start 19.31
2025-07-24T02:30:01.7727765Z,Placing ladder from 19.31
2025-07-24T02:30:01.8516575Z,Shifting ladder up to start 19.31
2025-07-24T02:30:01.8517318Z,Placing ladder from 19.31
2025-07-24T02:30:02.4931992Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:02.5096330Z,Placing ladder from 19.30
2025-07-24T02:30:02.6341735Z,Shifting ladder up to start 19.31
2025-07-24T02:30:02.6343551Z,Placing ladder from 19.31
2025-07-24T02:30:02.8242371Z,Shifting ladder down to start 19.30
2025-07-24T02:30:02.8243633Z,Placing ladder from 19.30
2025-07-24T02:30:02.9646688Z,Shifting ladder up to start 19.31
2025-07-24T02:30:02.9647446Z,Placing ladder from 19.31
2025-07-24T02:30:03.2148542Z,Shifting ladder down to start 19.30
2025-07-24T02:30:03.2150083Z,Placing ladder from 19.30
2025-07-24T02:30:03.4204788Z,Shifting ladder up to start 19.31
2025-07-24T02:30:03.4205861Z,Placing ladder from 19.31
2025-07-24T02:30:03.4978320Z,Shifting ladder down to start 19.30
2025-07-24T02:30:03.4979968Z,Placing ladder from 19.30
2025-07-24T02:30:03.8565536Z,Shifting ladder down to start 19.29
2025-07-24T02:30:03.8566659Z,Placing ladder from 19.29
2025-07-24T02:30:03.9667308Z,Shifting ladder up to start 19.30
2025-07-24T02:30:03.9669152Z,Placing ladder from 19.30
2025-07-24T02:30:03.9814463Z,Shifting ladder up to start 19.31
2025-07-24T02:30:03.9815929Z,Placing ladder from 19.31
2025-07-24T02:30:04.0122804Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:04.0279853Z,Placing ladder from 19.30
2025-07-24T02:30:04.0900944Z,Shifting ladder up to start 19.31
2025-07-24T02:30:04.0901429Z,Placing ladder from 19.31
2025-07-24T02:30:04.1055241Z,Shifting ladder up to start 19.31
2025-07-24T02:30:04.1056156Z,Placing ladder from 19.31
2025-07-24T02:30:04.5091080Z,Shifting ladder up to start 19.32
2025-07-24T02:30:04.5092821Z,Placing ladder from 19.32
2025-07-24T02:30:04.5245779Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:04.5402930Z,Placing ladder from 19.30
2025-07-24T02:30:04.6662964Z,Shifting ladder up to start 19.31
2025-07-24T02:30:04.6665010Z,Placing ladder from 19.31
2025-07-24T02:30:04.8402322Z,Shifting ladder up to start 19.32
2025-07-24T02:30:04.8403888Z,Placing ladder from 19.32
2025-07-24T02:30:05.0120595Z,Shifting ladder up to start 19.33
2025-07-24T02:30:05.0121265Z,Placing ladder from 19.33
2025-07-24T02:30:05.0737429Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:05.0899816Z,Placing ladder from 19.32
2025-07-24T02:30:05.1677917Z,Shifting ladder up to start 19.33
2025-07-24T02:30:05.1678419Z,Placing ladder from 19.33
2025-07-24T02:30:05.1836260Z,Shifting ladder up to start 19.34
2025-07-24T02:30:05.1837729Z,Placing ladder from 19.34
2025-07-24T02:30:05.2610706Z,Shifting ladder up to start 19.35
2025-07-24T02:30:05.2611245Z,Placing ladder from 19.35
2025-07-24T02:30:05.3237279Z,Shifting ladder up to start 19.36
2025-07-24T02:30:05.3238655Z,Placing ladder from 19.36
2025-07-24T02:30:05.4952392Z,Shifting ladder up to start 19.37
2025-07-24T02:30:05.4954121Z,Placing ladder from 19.37
2025-07-24T02:30:05.5729305Z,Shifting ladder up to start 19.38
2025-07-24T02:30:05.5731961Z,Placing ladder from 19.38
2025-07-24T02:30:05.7278651Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:05.7437740Z,Placing ladder from 19.37
2025-07-24T02:30:05.8214065Z,Shifting ladder up to start 19.38
2025-07-24T02:30:05.8217186Z,Placing ladder from 19.38
2025-07-24T02:30:05.9303529Z,Shifting ladder up to start 19.39
2025-07-24T02:30:05.9304670Z,Placing ladder from 19.39
2025-07-24T02:30:06.1164269Z,Shifting ladder up to start 19.40
2025-07-24T02:30:06.1165002Z,Placing ladder from 19.40
2025-07-24T02:30:06.2422227Z,Shifting ladder up to start 19.41
2025-07-24T02:30:06.2423292Z,Placing ladder from 19.41
2025-07-24T02:30:06.3671914Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:06.3830886Z,Placing ladder from 19.40
2025-07-24T02:30:06.4448867Z,Shifting ladder up to start 19.41
2025-07-24T02:30:06.4449260Z,Placing ladder from 19.41
2025-07-24T02:30:06.5545063Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:06.5702170Z,Placing ladder from 19.40
2025-07-24T02:30:06.6339456Z,Flattening 460 @ market (bid=19.45, vwap=19.34)
2025-07-24T02:30:06.6340474Z,Shifting ladder up to start 19.41
2025-07-24T02:30:06.6341317Z,Placing ladder from 19.41
2025-07-24T02:30:06.6489538Z,Shifting ladder up to start 19.42
2025-07-24T02:30:06.6491354Z,Placing ladder from 19.42
2025-07-24T02:30:06.6648219Z,Shifting ladder up to start 19.43
2025-07-24T02:30:06.6649500Z,Placing ladder from 19.43
2025-07-24T02:30:06.6805269Z,Shifting ladder up to start 19.44
2025-07-24T02:30:06.6806202Z,Placing ladder from 19.44
2025-07-24T02:30:06.6962612Z,Shifting ladder up to start 19.45
2025-07-24T02:30:06.6963875Z,Placing ladder from 19.45
2025-07-24T02:30:06.9005200Z,Shifting ladder up to start 19.46
2025-07-24T02:30:06.9005597Z,Placing ladder from 19.46
2025-07-24T02:30:07.0883722Z,Shifting ladder up to start 19.47
2025-07-24T02:30:07.0884624Z,Placing ladder from 19.47
2025-07-24T02:30:07.1961963Z,Shifting ladder up to start 19.48
2025-07-24T02:30:07.1963456Z,Placing ladder from 19.48
2025-07-24T02:30:07.2582871Z,Shifting ladder up to start 19.49
2025-07-24T02:30:07.2584711Z,Placing ladder from 19.49
2025-07-24T02:30:07.3364234Z,Shifting ladder up to start 19.50
2025-07-24T02:30:07.3365858Z,Placing ladder from 19.50
2025-07-24T02:30:07.4785639Z,Shifting ladder up to start 19.51
2025-07-24T02:30:07.4787963Z,Placing ladder from 19.51
2025-07-24T02:30:07.4944211Z,Shifting ladder up to start 19.52
2025-07-24T02:30:07.4946232Z,Placing ladder from 19.52
2025-07-24T02:30:07.5101961Z,Shifting ladder up to start 19.53
2025-07-24T02:30:07.5102871Z,Placing ladder from 19.53
2025-07-24T02:30:07.5257581Z,Shifting ladder up to start 19.54
2025-07-24T02:30:07.5258611Z,Placing ladder from 19.54
2025-07-24T02:30:07.5406080Z,Shifting ladder up to start 19.55
2025-07-24T02:30:07.5407790Z,Placing ladder from 19.55
2025-07-24T02:30:07.5560538Z,Shifting ladder up to start 19.56
2025-07-24T02:30:07.5561171Z,Placing ladder from 19.56
2025-07-24T02:30:07.6032094Z,Shifting ladder up to start 19.57
2025-07-24T02:30:07.6033246Z,Placing ladder from 19.57
2025-07-24T02:30:07.6192565Z,Shifting ladder up to start 19.58
2025-07-24T02:30:07.6194658Z,Placing ladder from 19.58
2025-07-24T02:30:07.6671227Z,Shifting ladder up to start 19.59
2025-07-24T02:30:07.6673436Z,Placing ladder from 19.59
2025-07-24T02:30:07.6834697Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:07.6976896Z,Placing ladder from 19.58
2025-07-24T02:30:07.7618744Z,Shifting ladder up to start 19.59
2025-07-24T02:30:07.7620382Z,Placing ladder from 19.59
2025-07-24T02:30:08.0274800Z,Shifting ladder up to start 19.60
2025-07-24T02:30:08.0276392Z,Placing ladder from 19.60
2025-07-24T02:30:08.1060828Z,Shifting ladder up to start 19.61
2025-07-24T02:30:08.1063138Z,Placing ladder from 19.61
2025-07-24T02:30:08.1531303Z,Shifting ladder down to start 19.60
2025-07-24T02:30:08.1532097Z,Placing ladder from 19.60
2025-07-24T02:30:08.2307710Z,Shifting ladder up to start 19.61
2025-07-24T02:30:08.2310627Z,Placing ladder from 19.61
2025-07-24T02:30:08.2464174Z,Shifting ladder up to start 19.62
2025-07-24T02:30:08.2465867Z,Placing ladder from 19.62
2025-07-24T02:30:08.3561164Z,Shifting ladder up to start 19.63
2025-07-24T02:30:08.3562193Z,Placing ladder from 19.63
2025-07-24T02:30:08.4638508Z,Shifting ladder up to start 19.64
2025-07-24T02:30:08.4639722Z,Placing ladder from 19.64
2025-07-24T02:30:08.5744562Z,Shifting ladder down to start 19.63
2025-07-24T02:30:08.5745812Z,Placing ladder from 19.63
2025-07-24T02:30:08.8060229Z,Shifting ladder up to start 19.64
2025-07-24T02:30:08.8061676Z,Placing ladder from 19.64
2025-07-24T02:30:08.9468819Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:08.9630188Z,Placing ladder from 19.63
2025-07-24T02:30:08.9784879Z,Shifting ladder up to start 19.64
2025-07-24T02:30:08.9786768Z,Placing ladder from 19.64
2025-07-24T02:30:09.2946545Z,Shifting ladder up to start 19.65
2025-07-24T02:30:09.2947153Z,Placing ladder from 19.65
2025-07-24T02:30:09.4183991Z,Shifting ladder down to start 19.64
2025-07-24T02:30:09.4186043Z,Placing ladder from 19.64
2025-07-24T02:30:09.4344104Z,Shifting ladder up to start 19.65
2025-07-24T02:30:09.4345315Z,Placing ladder from 19.65
2025-07-24T02:30:09.7001396Z,Shifting ladder up to start 19.66
2025-07-24T02:30:09.7002729Z,Placing ladder from 19.66
2025-07-24T02:30:09.7155054Z,Shifting ladder down to start 19.65
2025-07-24T02:30:09.7156427Z,Placing ladder from 19.65
2025-07-24T02:30:09.7943770Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:09.8099001Z,Placing ladder from 19.64
2025-07-24T02:30:09.8563195Z,Shifting ladder up to start 19.65
2025-07-24T02:30:09.8566018Z,Placing ladder from 19.65
2025-07-24T02:30:10.1849670Z,Shifting ladder up to start 19.66
2025-07-24T02:30:10.1850436Z,Placing ladder from 19.66
2025-07-24T02:30:10.2631411Z,Shifting ladder up to start 19.67
2025-07-24T02:30:10.2632986Z,Placing ladder from 19.67
2025-07-24T02:30:10.4201225Z,Shifting ladder up to start 19.68
2025-07-24T02:30:10.4203722Z,Placing ladder from 19.68
2025-07-24T02:30:10.4677068Z,Shifting ladder down to start 19.67
2025-07-24T02:30:10.4678306Z,Placing ladder from 19.67
2025-07-24T02:30:10.7151451Z,Shifting ladder up to start 19.68
2025-07-24T02:30:10.7152351Z,Placing ladder from 19.68
2025-07-24T02:30:11.2609369Z,Shifting ladder down to start 19.67
2025-07-24T02:30:11.2610435Z,Placing ladder from 19.67
2025-07-24T02:30:11.3244100Z,Shifting ladder up to start 19.68
2025-07-24T02:30:11.3245571Z,Placing ladder from 19.68
2025-07-24T02:30:11.4181897Z,Shifting ladder down to start 19.67
2025-07-24T02:30:11.4188738Z,Placing ladder from 19.67
2025-07-24T02:30:11.4320758Z,Shifting ladder up to start 19.68
2025-07-24T02:30:11.4321873Z,Placing ladder from 19.68
2025-07-24T02:30:11.4473202Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:11.4634084Z,Placing ladder from 19.66
2025-07-24T02:30:11.5106229Z,Shifting ladder up to start 19.66
2025-07-24T02:30:11.5108894Z,Placing ladder from 19.66
2025-07-24T02:30:11.6507044Z,Shifting ladder up to start 19.67
2025-07-24T02:30:11.6507998Z,Placing ladder from 19.67
2025-07-24T02:30:11.7294188Z,Shifting ladder down to start 19.66
2025-07-24T02:30:11.7294882Z,Placing ladder from 19.66
2025-07-24T02:30:11.8237223Z,Shifting ladder up to start 19.67
2025-07-24T02:30:11.8238674Z,Placing ladder from 19.67
2025-07-24T02:30:11.9799286Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:11.9950337Z,Placing ladder from 19.66
2025-07-24T02:30:12.0592504Z,Shifting ladder up to start 19.66
2025-07-24T02:30:12.0593462Z,Placing ladder from 19.66
2025-07-24T02:30:12.4639939Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:12.4801820Z,Placing ladder from 19.65
2025-07-24T02:30:12.6065073Z,Shifting ladder up to start 19.66
2025-07-24T02:30:12.6066113Z,Placing ladder from 19.66
2025-07-24T02:30:12.7155002Z,Shifting ladder up to start 19.67
2025-07-24T02:30:12.7156516Z,Placing ladder from 19.67
2025-07-24T02:30:12.7305125Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:12.7462371Z,Placing ladder from 19.66
2025-07-24T02:30:12.8388859Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:12.8549437Z,Placing ladder from 19.65
2025-07-24T02:30:13.0763703Z,Shifting ladder up to start 19.66
2025-07-24T02:30:13.0764801Z,Placing ladder from 19.66
2025-07-24T02:30:13.1239401Z,Shifting ladder up to start 19.67
2025-07-24T02:30:13.1241228Z,Placing ladder from 19.67
2025-07-24T02:30:13.4389778Z,Shifting ladder up to start 19.68
2025-07-24T02:30:13.4391285Z,Placing ladder from 19.68
2025-07-24T02:30:13.4543031Z,Shifting ladder up to start 19.69
2025-07-24T02:30:13.4543592Z,Placing ladder from 19.69
2025-07-24T02:30:13.5004964Z,Shifting ladder up to start 19.70
2025-07-24T02:30:13.5006091Z,Placing ladder from 19.70
2025-07-24T02:30:13.6732972Z,Shifting ladder up to start 19.71
2025-07-24T02:30:13.6735345Z,Placing ladder from 19.71
2025-07-24T02:30:13.6888958Z,Shifting ladder up to start 19.72
2025-07-24T02:30:13.6890108Z,Placing ladder from 19.72
2025-07-24T02:30:13.7200480Z,Shifting ladder up to start 19.73
2025-07-24T02:30:13.7202430Z,Placing ladder from 19.73
2025-07-24T02:30:13.8929668Z,Shifting ladder up to start 19.74
2025-07-24T02:30:13.8931253Z,Placing ladder from 19.74
2025-07-24T02:30:14.0646764Z,Flattening 474 @ market (bid=19.76, vwap=19.66)
2025-07-24T02:30:14.0648071Z,Shifting ladder up to start 19.75
2025-07-24T02:30:14.0649424Z,Placing ladder from 19.75
2025-07-24T02:30:14.0797901Z,Shifting ladder down to start 19.74
2025-07-24T02:30:14.0799547Z,Placing ladder from 19.74
2025-07-24T02:30:14.1588982Z,Shifting ladder up to start 19.75
2025-07-24T02:30:14.1589897Z,Placing ladder from 19.75
2025-07-24T02:30:14.1737216Z,Shifting ladder down to start 19.74
2025-07-24T02:30:14.1738016Z,Placing ladder from 19.74
2025-07-24T02:30:14.1897677Z,Shifting ladder up to start 19.75
2025-07-24T02:30:14.1898720Z,Placing ladder from 19.75
2025-07-24T02:30:14.2371681Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:14.2520129Z,Placing ladder from 19.75
2025-07-24T02:30:14.3156394Z,Shifting ladder up to start 19.76
2025-07-24T02:30:14.3157245Z,Placing ladder from 19.76
2025-07-24T02:30:14.3626789Z,Shifting ladder up to start 19.77
2025-07-24T02:30:14.3629195Z,Placing ladder from 19.77
2025-07-24T02:30:14.3781564Z,Shifting ladder up to start 19.78
2025-07-24T02:30:14.3782123Z,Placing ladder from 19.78
2025-07-24T02:30:14.4101835Z,Shifting ladder up to start 19.79
2025-07-24T02:30:14.4103592Z,Placing ladder from 19.79
2025-07-24T02:30:14.4884197Z,Shifting ladder up to start 19.80
2025-07-24T02:30:14.4885508Z,Placing ladder from 19.80
2025-07-24T02:30:14.5032019Z,Shifting ladder up to start 19.81
2025-07-24T02:30:14.5033180Z,Placing ladder from 19.81
2025-07-24T02:30:14.5514841Z,Shifting ladder up to start 19.82
2025-07-24T02:30:14.5516287Z,Placing ladder from 19.82
2025-07-24T02:30:14.5835730Z,Shifting ladder up to start 19.83
2025-07-24T02:30:14.5836484Z,Placing ladder from 19.83
2025-07-24T02:30:14.7084562Z,Shifting ladder up to start 19.84
2025-07-24T02:30:14.7086187Z,Placing ladder from 19.84
2025-07-24T02:30:14.8475381Z,Shifting ladder up to start 19.84
2025-07-24T02:30:14.8476045Z,Placing ladder from 19.84
2025-07-24T02:30:14.8633595Z,Shifting ladder up to start 19.85
2025-07-24T02:30:14.8634509Z,Placing ladder from 19.85
2025-07-24T02:30:15.0507991Z,Shifting ladder up to start 19.86
2025-07-24T02:30:15.0508982Z,Placing ladder from 19.86
2025-07-24T02:30:15.1292135Z,Shifting ladder up to start 19.87
2025-07-24T02:30:15.1292632Z,Placing ladder from 19.87
2025-07-24T02:30:15.1605468Z,Shifting ladder down to start 19.86
2025-07-24T02:30:15.1605908Z,Placing ladder from 19.86
2025-07-24T02:30:15.1763466Z,Shifting ladder up to start 19.87
2025-07-24T02:30:15.1763882Z,Placing ladder from 19.87
2025-07-24T02:30:15.2410857Z,Shifting ladder up to start 19.88
2025-07-24T02:30:15.2411751Z,Placing ladder from 19.88
2025-07-24T02:30:15.2563059Z,Shifting ladder up to start 19.89
2025-07-24T02:30:15.2563540Z,Placing ladder from 19.89
2025-07-24T02:30:15.2725680Z,Shifting ladder up to start 19.90
2025-07-24T02:30:15.2726801Z,Placing ladder from 19.90
2025-07-24T02:30:15.2876315Z,Shifting ladder up to start 19.91
2025-07-24T02:30:15.2878223Z,Placing ladder from 19.91
2025-07-24T02:30:15.5536449Z,Shifting ladder up to start 19.91
2025-07-24T02:30:15.5537737Z,Placing ladder from 19.91
2025-07-24T02:30:15.6630286Z,Shifting ladder up to start 19.92
2025-07-24T02:30:15.6631413Z,Placing ladder from 19.92
2025-07-24T02:30:15.8821595Z,Shifting ladder up to start 19.93
2025-07-24T02:30:15.8822590Z,Placing ladder from 19.93
2025-07-24T02:30:16.2080243Z,Shifting ladder up to start 19.94
2025-07-24T02:30:16.2081857Z,Placing ladder from 19.94
2025-07-24T02:30:16.2396638Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:16.2548702Z,Placing ladder from 19.94
2025-07-24T02:30:16.2861569Z,Shifting ladder up to start 19.95
2025-07-24T02:30:16.2862794Z,Placing ladder from 19.95
2025-07-24T02:30:16.3973245Z,Shifting ladder up to start 19.96
2025-07-24T02:30:16.3975279Z,Placing ladder from 19.96
2025-07-24T02:30:16.7555256Z,Shifting ladder up to start 19.97
2025-07-24T02:30:16.7556695Z,Placing ladder from 19.97
2025-07-24T02:30:16.7710551Z,Shifting ladder up to start 19.98
2025-07-24T02:30:16.7712004Z,Placing ladder from 19.98
2025-07-24T02:30:16.9418015Z,Shifting ladder up to start 19.99
2025-07-24T02:30:16.9419793Z,Placing ladder from 19.99
2025-07-24T02:30:17.0203462Z,Shifting ladder up to start 20.00
2025-07-24T02:30:17.0204470Z,Placing ladder from 20.00
2025-07-24T02:30:17.0987717Z,Shifting ladder up to start 20.01
2025-07-24T02:30:17.0988204Z,Placing ladder from 20.01
2025-07-24T02:30:17.1300879Z,Flattening 195 @ market (bid=20.02, vwap=19.92)
2025-07-24T02:30:17.1303166Z,Shifting ladder up to start 20.02
2025-07-24T02:30:17.1305143Z,Placing ladder from 20.02
2025-07-24T02:30:17.3476166Z,Shifting ladder up to start 20.03
2025-07-24T02:30:17.3476961Z,Placing ladder from 20.03
2025-07-24T02:30:17.3632117Z,Shifting ladder up to start 20.04
2025-07-24T02:30:17.3633456Z,Placing ladder from 20.04
2025-07-24T02:30:17.5059818Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:17.5211314Z,Placing ladder from 20.03
2025-07-24T02:30:17.7075702Z,Shifting ladder up to start 20.04
2025-07-24T02:30:17.7077192Z,Placing ladder from 20.04
2025-07-24T02:30:18.0073403Z,Shifting ladder up to start 20.05
2025-07-24T02:30:18.0074697Z,Placing ladder from 20.05
2025-07-24T02:30:18.0375467Z,Shifting ladder up to start 20.06
2025-07-24T02:30:18.0377479Z,Placing ladder from 20.06
2025-07-24T02:30:18.2715812Z,Shifting ladder up to start 20.07
2025-07-24T02:30:18.2717518Z,Placing ladder from 20.07
2025-07-24T02:30:18.3495706Z,Shifting ladder up to start 20.08
2025-07-24T02:30:18.3496437Z,Placing ladder from 20.08
2025-07-24T02:30:18.5063998Z,Shifting ladder down to start 20.07
2025-07-24T02:30:18.5064714Z,Placing ladder from 20.07
2025-07-24T02:30:18.5235183Z,Shifting ladder up to start 20.08
2025-07-24T02:30:18.5237388Z,Placing ladder from 20.08
2025-07-24T02:30:18.7113745Z,Shifting ladder up to start 20.09
2025-07-24T02:30:18.7114071Z,Placing ladder from 20.09
2025-07-24T02:30:18.7584499Z,Shifting ladder up to start 20.09
2025-07-24T02:30:18.7585399Z,Placing ladder from 20.09
2025-07-24T02:30:18.9952924Z,Shifting ladder up to start 20.10
2025-07-24T02:30:18.9953996Z,Placing ladder from 20.10
2025-07-24T02:30:19.1204991Z,Shifting ladder up to start 20.11
2025-07-24T02:30:19.1205872Z,Placing ladder from 20.11
2025-07-24T02:30:19.2465734Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:19.2618561Z,Placing ladder from 20.10
2025-07-24T02:30:19.3084057Z,Shifting ladder up to start 20.11
2025-07-24T02:30:19.3084453Z,Placing ladder from 20.11
2025-07-24T02:30:19.4178133Z,Shifting ladder up to start 20.12
2025-07-24T02:30:19.4180416Z,Placing ladder from 20.12
2025-07-24T02:30:19.4486565Z,Shifting ladder up to start 20.13
2025-07-24T02:30:19.4487318Z,Placing ladder from 20.13
2025-07-24T02:30:19.5263332Z,Shifting ladder up to start 20.14
2025-07-24T02:30:19.5263965Z,Placing ladder from 20.14
2025-07-24T02:30:19.6667827Z,Shifting ladder up to start 20.15
2025-07-24T02:30:19.6670808Z,Placing ladder from 20.15
2025-07-24T02:30:19.6975673Z,Shifting ladder down to start 20.14
2025-07-24T02:30:19.6976810Z,Placing ladder from 20.14
2025-07-24T02:30:20.7326928Z,Shifting ladder down to start 20.13
2025-07-24T02:30:20.7327805Z,Placing ladder from 20.13
2025-07-24T02:30:20.7480703Z,Shifting ladder up to start 20.14
2025-07-24T02:30:20.7481582Z,Placing ladder from 20.14
2025-07-24T02:30:21.2512774Z,Shifting ladder up to start 20.15
2025-07-24T02:30:21.2514189Z,Placing ladder from 20.15
2025-07-24T02:30:21.2824082Z,Shifting ladder down to start 20.14
2025-07-24T02:30:21.2825463Z,Placing ladder from 20.14
2025-07-24T02:30:21.5814452Z,Shifting ladder up to start 20.15
2025-07-24T02:30:21.5815135Z,Placing ladder from 20.15
2025-07-24T02:30:21.7683182Z,Shifting ladder up to start 20.16
2025-07-24T02:30:21.7684784Z,Placing ladder from 20.16
2025-07-24T02:30:21.8321418Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:30:21.8474961Z,Placing ladder from 20.16
2025-07-24T02:30:21.9255451Z,Shifting ladder up to start 20.17
2025-07-24T02:30:21.9256502Z,Placing ladder from 20.17
2025-07-24T02:30:22.0356711Z,Shifting ladder up to start 20.18
2025-07-24T02:30:22.0358731Z,Placing ladder from 20.18
2025-07-24T02:30:22.1135691Z,Shifting ladder up to start 20.19
2025-07-24T02:30:22.1137637Z,Placing ladder from 20.19
2025-07-24T02:30:22.1445071Z,Shifting ladder up to start 20.20
2025-07-24T02:30:22.1446000Z,Placing ladder from 20.20
2025-07-24T02:30:22.1608903Z,Shifting ladder up to start 20.21
2025-07-24T02:30:22.1609318Z,Placing ladder from 20.21
2025-07-24T02:30:22.2075898Z,Shifting ladder up to start 20.22
2025-07-24T02:30:22.2077393Z,Placing ladder from 20.22
2025-07-24T02:30:22.2229564Z,Flattening 324 @ market (bid=20.25, vwap=20.13)
2025-07-24T02:30:22.2231132Z,Shifting ladder up to start 20.23
2025-07-24T02:30:22.2231914Z,Placing ladder from 20.23
2025-07-24T02:30:22.2377256Z,Shifting ladder up to start 20.24
2025-07-24T02:30:22.2378123Z,Placing ladder from 20.24
2025-07-24T02:30:22.2535189Z,Shifting ladder up to start 20.25
2025-07-24T02:30:22.2536648Z,Placing ladder from 20.25
2025-07-24T02:30:22.2842264Z,Shifting ladder up to start 20.26
2025-07-24T02:30:22.2843208Z,Placing ladder from 20.26
2025-07-24T02:30:22.2994088Z,Shifting ladder up to start 20.27
2025-07-24T02:30:22.2996209Z,Placing ladder from 20.27
2025-07-24T02:30:22.3142726Z,Shifting ladder up to start 20.28
2025-07-24T02:30:22.3144005Z,Placing ladder from 20.28
2025-07-24T02:30:22.3303318Z,Shifting ladder up to start 20.29
2025-07-24T02:30:22.3305018Z,Placing ladder from 20.29
2025-07-24T02:30:22.6116393Z,Shifting ladder up to start 20.30
2025-07-24T02:30:22.6117909Z,Placing ladder from 20.30
2025-07-24T02:30:22.6425821Z,Shifting ladder up to start 20.31
2025-07-24T02:30:22.6427182Z,Placing ladder from 20.31
2025-07-24T02:30:22.6586382Z,Shifting ladder up to start 20.32
2025-07-24T02:30:22.6588094Z,Placing ladder from 20.32
