ts,message
2025-07-24T03:40:39.3205710Z,Placing ladder from 21.39
2025-07-24T03:40:39.5206696Z,Shifting ladder up to start 21.40
2025-07-24T03:40:39.5207384Z,Placing ladder from 21.40
2025-07-24T03:40:39.5517680Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:40:39.5678887Z,Placing ladder from 21.39
2025-07-24T03:40:39.5992711Z,Shifting ladder up to start 21.40
2025-07-24T03:40:39.5993431Z,Placing ladder from 21.40
2025-07-24T03:40:39.8000466Z,Shifting ladder up to start 21.41
2025-07-24T03:40:39.8003752Z,Placing ladder from 21.41
2025-07-24T03:40:39.8313804Z,Shifting ladder up to start 21.42
2025-07-24T03:40:39.8314301Z,Placing ladder from 21.42
2025-07-24T03:40:40.1609677Z,Shifting ladder up to start 21.43
2025-07-24T03:40:40.1611780Z,Placing ladder from 21.43
2025-07-24T03:40:40.2078926Z,Shifting ladder up to start 21.44
2025-07-24T03:40:40.2079458Z,Placing ladder from 21.44
2025-07-24T03:40:40.2850024Z,Shifting ladder up to start 21.45
2025-07-24T03:40:40.2850935Z,Placing ladder from 21.45
2025-07-24T03:40:40.5323693Z,Shifting ladder up to start 21.46
2025-07-24T03:40:40.5325431Z,Placing ladder from 21.46
2025-07-24T03:40:40.6722236Z,Shifting ladder up to start 21.47
2025-07-24T03:40:40.6722879Z,Placing ladder from 21.47
2025-07-24T03:40:40.7824393Z,Shifting ladder up to start 21.48
2025-07-24T03:40:40.7829234Z,Placing ladder from 21.48
2025-07-24T03:40:40.8141691Z,Shifting ladder up to start 21.49
2025-07-24T03:40:40.8144401Z,Placing ladder from 21.49
2025-07-24T03:40:40.8293142Z,Shifting ladder up to start 21.50
2025-07-24T03:40:40.8294383Z,Placing ladder from 21.50
2025-07-24T03:40:40.9524869Z,Shifting ladder up to start 21.51
2025-07-24T03:40:40.9526769Z,Placing ladder from 21.51
2025-07-24T03:40:41.0465130Z,Shifting ladder up to start 21.52
2025-07-24T03:40:41.0465840Z,Placing ladder from 21.52
2025-07-24T03:40:41.0773937Z,Shifting ladder up to start 21.52
2025-07-24T03:40:41.0775363Z,Placing ladder from 21.52
2025-07-24T03:40:41.3426067Z,Shifting ladder up to start 21.53
2025-07-24T03:40:41.3427722Z,Placing ladder from 21.53
2025-07-24T03:40:41.4040388Z,Shifting ladder up to start 21.54
2025-07-24T03:40:41.4042302Z,Placing ladder from 21.54
2025-07-24T03:40:41.5446118Z,Shifting ladder up to start 21.55
2025-07-24T03:40:41.5447009Z,Placing ladder from 21.55
2025-07-24T03:40:41.6075884Z,Shifting ladder up to start 21.56
2025-07-24T03:40:41.6077949Z,Placing ladder from 21.56
2025-07-24T03:40:41.7018722Z,Shifting ladder up to start 21.57
2025-07-24T03:40:41.7019202Z,Placing ladder from 21.57
2025-07-24T03:40:41.8581335Z,Shifting ladder up to start 21.58
2025-07-24T03:40:41.8583930Z,Placing ladder from 21.58
2025-07-24T03:40:42.1574805Z,Shifting ladder up to start 21.59
2025-07-24T03:40:42.1576145Z,Placing ladder from 21.59
2025-07-24T03:40:42.2198130Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:40:42.2353536Z,Placing ladder from 21.58
2025-07-24T03:40:42.7168115Z,Shifting ladder up to start 21.59
2025-07-24T03:40:42.7169319Z,Placing ladder from 21.59
2025-07-24T03:40:42.7488542Z,Shifting ladder up to start 21.60
2025-07-24T03:40:42.7489874Z,Placing ladder from 21.60
2025-07-24T03:40:42.7807697Z,Shifting ladder up to start 21.61
2025-07-24T03:40:42.7808629Z,Placing ladder from 21.61
2025-07-24T03:40:42.8115858Z,Shifting ladder up to start 21.61
2025-07-24T03:40:42.8117991Z,Placing ladder from 21.61
2025-07-24T03:40:42.8733661Z,Shifting ladder up to start 21.62
2025-07-24T03:40:42.8734641Z,Placing ladder from 21.62
2025-07-24T03:40:42.8889418Z,Shifting ladder up to start 21.63
2025-07-24T03:40:42.8890739Z,Placing ladder from 21.63
2025-07-24T03:40:42.9674998Z,Shifting ladder up to start 21.64
2025-07-24T03:40:42.9676611Z,Placing ladder from 21.64
2025-07-24T03:40:43.1399176Z,Shifting ladder up to start 21.65
2025-07-24T03:40:43.1400761Z,Placing ladder from 21.65
2025-07-24T03:40:43.3599280Z,Shifting ladder up to start 21.66
2025-07-24T03:40:43.3600361Z,Placing ladder from 21.66
2025-07-24T03:40:43.3755497Z,Shifting ladder up to start 21.67
2025-07-24T03:40:43.3757024Z,Placing ladder from 21.67
2025-07-24T03:40:43.5327057Z,Shifting ladder up to start 21.68
2025-07-24T03:40:43.5327529Z,Placing ladder from 21.68
2025-07-24T03:40:43.6253458Z,Shifting ladder up to start 21.69
2025-07-24T03:40:43.6253861Z,Placing ladder from 21.69
2025-07-24T03:40:43.6410204Z,Shifting ladder up to start 21.70
2025-07-24T03:40:43.6411450Z,Placing ladder from 21.70
2025-07-24T03:40:43.9363525Z,Shifting ladder up to start 21.71
2025-07-24T03:40:43.9364349Z,Placing ladder from 21.71
2025-07-24T03:40:43.9835324Z,Shifting ladder up to start 21.72
2025-07-24T03:40:43.9837826Z,Placing ladder from 21.72
2025-07-24T03:40:44.1082637Z,Shifting ladder up to start 21.73
2025-07-24T03:40:44.1083374Z,Placing ladder from 21.73
2025-07-24T03:40:44.3293167Z,Shifting ladder up to start 21.74
2025-07-24T03:40:44.3295731Z,Placing ladder from 21.74
2025-07-24T03:40:44.3918765Z,Shifting ladder down to start 21.73
2025-07-24T03:40:44.3919811Z,Placing ladder from 21.73
2025-07-24T03:40:44.4072744Z,Shifting ladder up to start 21.74
2025-07-24T03:40:44.4073730Z,Placing ladder from 21.74
2025-07-24T03:40:44.4857994Z,Shifting ladder up to start 21.75
2025-07-24T03:40:44.4858950Z,Placing ladder from 21.75
2025-07-24T03:41:47.0581183Z,Flattening 259 @ market (bid=21.44, vwap=20.86)
2025-07-24T03:41:47.0582694Z,Shifting ladder down to start 21.74
2025-07-24T03:41:47.0583089Z,Placing ladder from 21.74
2025-07-24T03:41:47.0583917Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:47.0894520Z,Placing ladder from 21.45
2025-07-24T03:41:47.1356974Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:47.1509215Z,Placing ladder from 21.44
2025-07-24T03:41:47.1830442Z,Shifting ladder down to start 21.43
2025-07-24T03:41:47.1831717Z,Placing ladder from 21.43
2025-07-24T03:41:47.3723861Z,Shifting ladder up to start 21.44
2025-07-24T03:41:47.3724557Z,Placing ladder from 21.44
2025-07-24T03:41:47.4348434Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:47.4504844Z,Placing ladder from 21.42
2025-07-24T03:41:47.5438188Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:47.5441687Z,Flattening 30 @ market (bid=21.40, vwap=21.45)
2025-07-24T03:41:47.5589108Z,Placing ladder from 21.40
2025-07-24T03:41:47.7480993Z,Shifting ladder up to start 21.40
2025-07-24T03:41:47.7481598Z,Placing ladder from 21.40
2025-07-24T03:41:47.7637236Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:47.7791992Z,Placing ladder from 21.39
2025-07-24T03:41:47.8408165Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:47.8560176Z,Placing ladder from 21.38
2025-07-24T03:41:48.0589826Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:48.0741510Z,Placing ladder from 21.37
2025-07-24T03:41:48.0893305Z,Shifting ladder down to start 21.36
2025-07-24T03:41:48.0897166Z,Placing ladder from 21.36
2025-07-24T03:41:48.1048695Z,Shifting ladder up to start 21.37
2025-07-24T03:41:48.1049228Z,Placing ladder from 21.37
2025-07-24T03:41:48.2754701Z,Shifting ladder up to start 21.38
2025-07-24T03:41:48.2755389Z,Placing ladder from 21.38
2025-07-24T03:41:48.3544852Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:48.3705352Z,Placing ladder from 21.36
2025-07-24T03:41:48.6518371Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:48.6679134Z,Placing ladder from 21.36
2025-07-24T03:41:48.7135053Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:48.7294517Z,Placing ladder from 21.35
2025-07-24T03:41:48.9619279Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:48.9620811Z,Flattening 90 @ market (bid=21.34, vwap=21.39)
2025-07-24T03:41:48.9777990Z,Placing ladder from 21.33
2025-07-24T03:41:48.9937983Z,Shifting ladder down to start 21.32
2025-07-24T03:41:48.9939418Z,Placing ladder from 21.32
2025-07-24T03:41:49.0086713Z,Shifting ladder up to start 21.33
2025-07-24T03:41:49.0087668Z,Placing ladder from 21.33
2025-07-24T03:41:49.0237838Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:49.0398479Z,Placing ladder from 21.32
2025-07-24T03:41:49.1350154Z,Shifting ladder up to start 21.33
2025-07-24T03:41:49.1351749Z,Placing ladder from 21.33
2025-07-24T03:41:49.1510800Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:49.1664791Z,Placing ladder from 21.31
2025-07-24T03:41:49.5898386Z,Shifting ladder up to start 21.32
2025-07-24T03:41:49.5899579Z,Placing ladder from 21.32
2025-07-24T03:41:49.7287769Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:49.7440487Z,Placing ladder from 21.32
2025-07-24T03:41:49.8534847Z,Shifting ladder down to start 21.31
2025-07-24T03:41:49.8535471Z,Placing ladder from 21.31
2025-07-24T03:41:50.0381748Z,Shifting ladder up to start 21.32
2025-07-24T03:41:50.0382519Z,Placing ladder from 21.32
2025-07-24T03:41:50.0860085Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:50.1019155Z,Placing ladder from 21.31
2025-07-24T03:41:50.1493465Z,Shifting ladder up to start 21.32
2025-07-24T03:41:50.1494883Z,Placing ladder from 21.32
2025-07-24T03:41:50.1648807Z,Shifting ladder up to start 21.33
2025-07-24T03:41:50.1650805Z,Placing ladder from 21.33
2025-07-24T03:41:50.2420552Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:50.2582213Z,Placing ladder from 21.31
2025-07-24T03:41:50.4911531Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:50.5068456Z,Placing ladder from 21.31
2025-07-24T03:41:51.0565530Z,Shifting ladder down to start 21.30
2025-07-24T03:41:51.0566570Z,Placing ladder from 21.30
2025-07-24T03:41:51.0711689Z,Shifting ladder up to start 21.31
2025-07-24T03:41:51.0712528Z,Placing ladder from 21.31
2025-07-24T03:41:51.1019732Z,Shifting ladder down to start 21.30
2025-07-24T03:41:51.1020584Z,Placing ladder from 21.30
2025-07-24T03:41:51.1175531Z,Shifting ladder up to start 21.31
2025-07-24T03:41:51.1176614Z,Placing ladder from 21.31
2025-07-24T03:41:51.2573187Z,Shifting ladder down to start 21.30
2025-07-24T03:41:51.2573732Z,Placing ladder from 21.30
2025-07-24T03:41:51.2732678Z,Shifting ladder up to start 21.31
2025-07-24T03:41:51.2733178Z,Placing ladder from 21.31
2025-07-24T03:41:51.3189544Z,Shifting ladder down to start 21.30
2025-07-24T03:41:51.3191158Z,Placing ladder from 21.30
2025-07-24T03:41:51.6147293Z,Shifting ladder up to start 21.31
2025-07-24T03:41:51.6147905Z,Placing ladder from 21.31
2025-07-24T03:41:51.8811582Z,Shifting ladder up to start 21.32
2025-07-24T03:41:51.8812075Z,Placing ladder from 21.32
2025-07-24T03:41:52.0070099Z,Shifting ladder down to start 21.31
2025-07-24T03:41:52.0071265Z,Placing ladder from 21.31
2025-07-24T03:41:52.0229061Z,Shifting ladder up to start 21.32
2025-07-24T03:41:52.0229979Z,Placing ladder from 21.32
2025-07-24T03:41:52.1021214Z,Shifting ladder down to start 21.31
2025-07-24T03:41:52.1021634Z,Placing ladder from 21.31
2025-07-24T03:41:52.6967985Z,Shifting ladder up to start 21.32
2025-07-24T03:41:52.6968506Z,Placing ladder from 21.32
2025-07-24T03:41:52.8976259Z,Shifting ladder up to start 21.33
2025-07-24T03:41:52.8976806Z,Placing ladder from 21.33
2025-07-24T03:41:53.3500342Z,Shifting ladder up to start 21.34
2025-07-24T03:41:53.3501840Z,Placing ladder from 21.34
2025-07-24T03:41:53.4117495Z,Shifting ladder down to start 21.33
2025-07-24T03:41:53.4119195Z,Placing ladder from 21.33
2025-07-24T03:41:53.4267653Z,Shifting ladder up to start 21.34
2025-07-24T03:41:53.4268250Z,Placing ladder from 21.34
2025-07-24T03:41:53.5368264Z,Shifting ladder up to start 21.35
2025-07-24T03:41:53.5370684Z,Placing ladder from 21.35
2025-07-24T03:41:53.6161086Z,Shifting ladder up to start 21.36
2025-07-24T03:41:53.6164225Z,Placing ladder from 21.36
2025-07-24T03:41:53.7871813Z,Shifting ladder down to start 21.35
2025-07-24T03:41:53.7872789Z,Placing ladder from 21.35
2025-07-24T03:41:54.2702305Z,Shifting ladder up to start 21.36
2025-07-24T03:41:54.2703097Z,Placing ladder from 21.36
2025-07-24T03:41:54.3642167Z,Shifting ladder down to start 21.35
2025-07-24T03:41:54.3642640Z,Placing ladder from 21.35
2025-07-24T03:41:54.4270775Z,Shifting ladder up to start 21.36
2025-07-24T03:41:54.4271328Z,Placing ladder from 21.36
2025-07-24T03:41:54.9722770Z,Shifting ladder down to start 21.35
2025-07-24T03:41:54.9723361Z,Placing ladder from 21.35
2025-07-24T03:41:55.0504785Z,Shifting ladder up to start 21.36
2025-07-24T03:41:55.0505291Z,Placing ladder from 21.36
2025-07-24T03:41:55.7234990Z,Shifting ladder up to start 21.37
2025-07-24T03:41:55.7235741Z,Placing ladder from 21.37
2025-07-24T03:41:56.2231657Z,Shifting ladder down to start 21.36
2025-07-24T03:41:56.2233363Z,Placing ladder from 21.36
2025-07-24T03:41:56.5971280Z,Shifting ladder up to start 21.37
2025-07-24T03:41:56.5972149Z,Placing ladder from 21.37
2025-07-24T03:41:56.6124267Z,Shifting ladder up to start 21.38
2025-07-24T03:41:56.6126645Z,Placing ladder from 21.38
2025-07-24T03:41:56.6275892Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:56.6429201Z,Placing ladder from 21.37
2025-07-24T03:41:56.6583737Z,Shifting ladder up to start 21.38
2025-07-24T03:41:56.6584142Z,Placing ladder from 21.38
2025-07-24T03:41:56.8155221Z,Shifting ladder up to start 21.39
2025-07-24T03:41:56.8156980Z,Placing ladder from 21.39
2025-07-24T03:41:56.8309063Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:56.8460635Z,Placing ladder from 21.37
2025-07-24T03:41:57.0490086Z,Shifting ladder up to start 21.38
2025-07-24T03:41:57.0493184Z,Placing ladder from 21.38
2025-07-24T03:41:57.6111294Z,Shifting ladder up to start 21.39
2025-07-24T03:41:57.6112949Z,Placing ladder from 21.39
2025-07-24T03:41:57.8903080Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:57.9061175Z,Placing ladder from 21.38
2025-07-24T03:41:58.0783246Z,Shifting ladder up to start 21.39
2025-07-24T03:41:58.0785046Z,Placing ladder from 21.39
2025-07-24T03:41:58.1408481Z,Shifting ladder down to start 21.38
2025-07-24T03:41:58.1409467Z,Placing ladder from 21.38
2025-07-24T03:41:58.1560123Z,Shifting ladder up to start 21.39
2025-07-24T03:41:58.1560835Z,Placing ladder from 21.39
2025-07-24T03:41:58.2191017Z,Shifting ladder down to start 21.38
2025-07-24T03:41:58.2192630Z,Placing ladder from 21.38
2025-07-24T03:41:58.2826389Z,Shifting ladder up to start 21.39
2025-07-24T03:41:58.2827625Z,Placing ladder from 21.39
2025-07-24T03:41:58.3132826Z,Shifting ladder up to start 21.40
2025-07-24T03:41:58.3133272Z,Placing ladder from 21.40
2025-07-24T03:41:58.4715185Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:58.4874228Z,Placing ladder from 21.39
2025-07-24T03:41:58.5650391Z,Shifting ladder up to start 21.40
2025-07-24T03:41:58.5652535Z,Placing ladder from 21.40
2025-07-24T03:41:58.6601575Z,Shifting ladder up to start 21.41
2025-07-24T03:41:58.6603294Z,Placing ladder from 21.41
2025-07-24T03:41:58.7368838Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:58.7519391Z,Placing ladder from 21.39
2025-07-24T03:41:58.7681238Z,Shifting ladder up to start 21.40
2025-07-24T03:41:58.7682537Z,Placing ladder from 21.40
2025-07-24T03:41:58.8616864Z,Shifting ladder up to start 21.41
2025-07-24T03:41:58.8618257Z,Placing ladder from 21.41
2025-07-24T03:41:59.0804012Z,Shifting ladder down to start 21.40
2025-07-24T03:41:59.0804731Z,Placing ladder from 21.40
2025-07-24T03:41:59.1269051Z,Shifting ladder up to start 21.41
2025-07-24T03:41:59.1269696Z,Placing ladder from 21.41
2025-07-24T03:41:59.1422342Z,Shifting ladder up to start 21.42
2025-07-24T03:41:59.1423712Z,Placing ladder from 21.42
2025-07-24T03:41:59.1574152Z,Shifting ladder up to start 21.43
2025-07-24T03:41:59.1575779Z,Placing ladder from 21.43
2025-07-24T03:41:59.1726022Z,Shifting ladder up to start 21.44
2025-07-24T03:41:59.1727435Z,Placing ladder from 21.44
2025-07-24T03:41:59.1887682Z,Shifting ladder up to start 21.45
2025-07-24T03:41:59.1888093Z,Placing ladder from 21.45
2025-07-24T03:41:59.2051435Z,Flattening 655 @ market (bid=21.47, vwap=21.37)
2025-07-24T03:41:59.2052374Z,Shifting ladder up to start 21.46
2025-07-24T03:41:59.2053294Z,Placing ladder from 21.46
2025-07-24T03:41:59.2525451Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:59.2681404Z,Placing ladder from 21.45
2025-07-24T03:41:59.3150655Z,Shifting ladder up to start 21.46
2025-07-24T03:41:59.3152666Z,Placing ladder from 21.46
2025-07-24T03:41:59.3930306Z,Shifting ladder up to start 21.47
2025-07-24T03:41:59.3931353Z,Placing ladder from 21.47
2025-07-24T03:41:59.5651080Z,Shifting ladder up to start 21.48
2025-07-24T03:41:59.5652585Z,Placing ladder from 21.48
2025-07-24T03:41:59.5974955Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:41:59.6132910Z,Placing ladder from 21.47
2025-07-24T03:41:59.7244455Z,Shifting ladder up to start 21.48
2025-07-24T03:41:59.7246571Z,Placing ladder from 21.48
2025-07-24T03:42:00.0086167Z,Shifting ladder up to start 21.49
2025-07-24T03:42:00.0087832Z,Placing ladder from 21.49
2025-07-24T03:42:00.1632965Z,Shifting ladder up to start 21.50
2025-07-24T03:42:00.1634688Z,Placing ladder from 21.50
2025-07-24T03:42:00.7056813Z,Shifting ladder up to start 21.50
2025-07-24T03:42:00.7057273Z,Placing ladder from 21.50
2025-07-24T03:42:00.8630602Z,Shifting ladder up to start 21.51
2025-07-24T03:42:00.8631866Z,Placing ladder from 21.51
2025-07-24T03:42:00.8785352Z,Shifting ladder up to start 21.51
2025-07-24T03:42:00.8787417Z,Placing ladder from 21.51
2025-07-24T03:42:00.9260759Z,Shifting ladder up to start 21.52
2025-07-24T03:42:00.9261722Z,Placing ladder from 21.52
2025-07-24T03:42:00.9728621Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:00.9884223Z,Placing ladder from 21.51
2025-07-24T03:42:01.2067284Z,Shifting ladder up to start 21.52
2025-07-24T03:42:01.2068592Z,Placing ladder from 21.52
2025-07-24T03:42:01.4412247Z,Shifting ladder up to start 21.53
2025-07-24T03:42:01.4413273Z,Placing ladder from 21.53
2025-07-24T03:42:01.4873066Z,Shifting ladder up to start 21.54
2025-07-24T03:42:01.4876042Z,Placing ladder from 21.54
2025-07-24T03:42:01.5029881Z,Shifting ladder up to start 21.55
2025-07-24T03:42:01.5030929Z,Placing ladder from 21.55
2025-07-24T03:42:01.5340360Z,Shifting ladder up to start 21.56
2025-07-24T03:42:01.5340922Z,Placing ladder from 21.56
2025-07-24T03:42:01.5496629Z,Shifting ladder down to start 21.55
2025-07-24T03:42:01.5497701Z,Placing ladder from 21.55
2025-07-24T03:42:01.5949602Z,Shifting ladder up to start 21.56
2025-07-24T03:42:01.5950461Z,Placing ladder from 21.56
2025-07-24T03:42:01.6109566Z,Shifting ladder up to start 21.57
2025-07-24T03:42:01.6111165Z,Placing ladder from 21.57
2025-07-24T03:42:01.7685515Z,Shifting ladder up to start 21.58
2025-07-24T03:42:01.7686546Z,Placing ladder from 21.58
2025-07-24T03:42:01.7998198Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:01.8151545Z,Placing ladder from 21.56
2025-07-24T03:42:01.8309044Z,Shifting ladder up to start 21.57
2025-07-24T03:42:01.8309755Z,Placing ladder from 21.57
2025-07-24T03:42:02.2075699Z,Shifting ladder up to start 21.58
2025-07-24T03:42:02.2076889Z,Placing ladder from 21.58
2025-07-24T03:42:02.2383659Z,Shifting ladder up to start 21.59
2025-07-24T03:42:02.2384224Z,Placing ladder from 21.59
2025-07-24T03:42:02.2704565Z,Shifting ladder up to start 21.60
2025-07-24T03:42:02.2706566Z,Placing ladder from 21.60
2025-07-24T03:42:02.2861008Z,Shifting ladder up to start 21.61
2025-07-24T03:42:02.2862353Z,Placing ladder from 21.61
2025-07-24T03:42:02.4893504Z,Shifting ladder up to start 21.62
2025-07-24T03:42:02.4894497Z,Placing ladder from 21.62
2025-07-24T03:42:02.5992241Z,Flattening 216 @ market (bid=21.65, vwap=21.55)
2025-07-24T03:42:02.5993913Z,Shifting ladder up to start 21.63
2025-07-24T03:42:02.5994601Z,Placing ladder from 21.63
2025-07-24T03:42:02.6149671Z,Shifting ladder up to start 21.64
2025-07-24T03:42:02.6150738Z,Placing ladder from 21.64
2025-07-24T03:42:02.6303098Z,Shifting ladder up to start 21.65
2025-07-24T03:42:02.6304545Z,Placing ladder from 21.65
2025-07-24T03:42:02.6463812Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:02.6622697Z,Placing ladder from 21.64
2025-07-24T03:42:02.7240380Z,Shifting ladder up to start 21.65
2025-07-24T03:42:02.7241595Z,Placing ladder from 21.65
2025-07-24T03:42:02.7873172Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:02.8031229Z,Placing ladder from 21.64
2025-07-24T03:42:02.8834730Z,Shifting ladder up to start 21.65
2025-07-24T03:42:02.8836310Z,Placing ladder from 21.65
2025-07-24T03:42:02.9142328Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:02.9297042Z,Placing ladder from 21.65
2025-07-24T03:42:03.1007694Z,Shifting ladder up to start 21.66
2025-07-24T03:42:03.1009755Z,Placing ladder from 21.66
2025-07-24T03:42:03.2272658Z,Shifting ladder up to start 21.67
2025-07-24T03:42:03.2274495Z,Placing ladder from 21.67
2025-07-24T03:42:03.2431446Z,Shifting ladder up to start 21.68
2025-07-24T03:42:03.2433340Z,Placing ladder from 21.68
2025-07-24T03:42:03.2742216Z,Shifting ladder up to start 21.69
2025-07-24T03:42:03.2743435Z,Placing ladder from 21.69
2025-07-24T03:42:03.4161945Z,Shifting ladder up to start 21.70
2025-07-24T03:42:03.4164367Z,Placing ladder from 21.70
2025-07-24T03:42:03.5265978Z,Shifting ladder up to start 21.71
2025-07-24T03:42:03.5266755Z,Placing ladder from 21.71
2025-07-24T03:42:03.6211553Z,Shifting ladder up to start 21.72
2025-07-24T03:42:03.6213833Z,Placing ladder from 21.72
2025-07-24T03:42:03.7632261Z,Shifting ladder up to start 21.73
2025-07-24T03:42:03.7633585Z,Placing ladder from 21.73
2025-07-24T03:42:03.7789971Z,Shifting ladder up to start 21.74
2025-07-24T03:42:03.7791701Z,Placing ladder from 21.74
2025-07-24T03:42:03.8423933Z,Shifting ladder up to start 21.75
2025-07-24T03:42:03.8425144Z,Placing ladder from 21.75
2025-07-24T03:42:03.9049617Z,Shifting ladder up to start 21.76
2025-07-24T03:42:03.9051673Z,Placing ladder from 21.76
2025-07-24T03:42:03.9361236Z,Shifting ladder up to start 21.77
2025-07-24T03:42:03.9362494Z,Placing ladder from 21.77
2025-07-24T03:42:03.9837400Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:04.0003091Z,Placing ladder from 21.76
2025-07-24T03:42:04.0314248Z,Shifting ladder up to start 21.77
2025-07-24T03:42:04.0315192Z,Placing ladder from 21.77
2025-07-24T03:42:04.0934773Z,Shifting ladder up to start 21.78
2025-07-24T03:42:04.0936002Z,Placing ladder from 21.78
2025-07-24T03:42:04.1412318Z,Shifting ladder up to start 21.79
2025-07-24T03:42:04.1413178Z,Placing ladder from 21.79
2025-07-24T03:42:04.2033387Z,Shifting ladder up to start 21.80
2025-07-24T03:42:04.2035280Z,Placing ladder from 21.80
2025-07-24T03:42:04.2189362Z,Flattening 102 @ market (bid=21.82, vwap=21.72)
2025-07-24T03:42:04.2190744Z,Shifting ladder up to start 21.81
2025-07-24T03:42:04.2191384Z,Placing ladder from 21.81
2025-07-24T03:42:04.2345410Z,Shifting ladder up to start 21.82
2025-07-24T03:42:04.2346218Z,Placing ladder from 21.82
2025-07-24T03:42:04.4228189Z,Shifting ladder up to start 21.83
2025-07-24T03:42:04.4229738Z,Placing ladder from 21.83
2025-07-24T03:42:04.5004518Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:04.5162807Z,Placing ladder from 21.81
2025-07-24T03:42:04.5472160Z,Shifting ladder up to start 21.82
2025-07-24T03:42:04.5473419Z,Placing ladder from 21.82
2025-07-24T03:42:04.7647186Z,Shifting ladder down to start 21.81
2025-07-24T03:42:04.7649799Z,Placing ladder from 21.81
2025-07-24T03:42:04.9049370Z,Shifting ladder up to start 21.82
2025-07-24T03:42:04.9050462Z,Placing ladder from 21.82
2025-07-24T03:42:05.0458699Z,Shifting ladder up to start 21.83
2025-07-24T03:42:05.0460767Z,Placing ladder from 21.83
2025-07-24T03:42:05.0924858Z,Shifting ladder up to start 21.84
2025-07-24T03:42:05.0925342Z,Placing ladder from 21.84
2025-07-24T03:42:05.1233909Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:05.1395866Z,Placing ladder from 21.83
2025-07-24T03:42:05.2642851Z,Shifting ladder up to start 21.84
2025-07-24T03:42:05.2643481Z,Placing ladder from 21.84
2025-07-24T03:42:05.6393609Z,Shifting ladder up to start 21.85
2025-07-24T03:42:05.6395565Z,Placing ladder from 21.85
2025-07-24T03:42:05.7012799Z,Shifting ladder up to start 21.86
2025-07-24T03:42:05.7013804Z,Placing ladder from 21.86
2025-07-24T03:42:05.9014161Z,Shifting ladder up to start 21.87
2025-07-24T03:42:05.9015979Z,Placing ladder from 21.87
2025-07-24T03:42:06.1203162Z,Shifting ladder up to start 21.88
2025-07-24T03:42:06.1204433Z,Placing ladder from 21.88
2025-07-24T03:42:07.3216926Z,Shifting ladder up to start 21.89
2025-07-24T03:42:07.3218745Z,Placing ladder from 21.89
2025-07-24T03:42:07.4630197Z,Shifting ladder down to start 21.88
2025-07-24T03:42:07.4632945Z,Placing ladder from 21.88
2025-07-24T03:42:07.6824788Z,Shifting ladder up to start 21.89
2025-07-24T03:42:07.6827885Z,Placing ladder from 21.89
2025-07-24T03:42:08.3563992Z,Shifting ladder up to start 21.90
2025-07-24T03:42:08.3566093Z,Placing ladder from 21.90
2025-07-24T03:42:08.4835289Z,Shifting ladder up to start 21.91
2025-07-24T03:42:08.4835786Z,Placing ladder from 21.91
2025-07-24T03:42:08.6403686Z,Shifting ladder up to start 21.92
2025-07-24T03:42:08.6404508Z,Placing ladder from 21.92
2025-07-24T03:42:08.7973736Z,Shifting ladder up to start 21.93
2025-07-24T03:42:08.7975094Z,Placing ladder from 21.93
